Año;Unidad;Institucion;JURISDICCION;SUBJURISDICCION;Cargo /Hrs;Tipo Contratación;Cantidad Cargos
2024;Ente Nacional Regulador de la Electricidad;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;76
2024;Unidad de Información Financiera;ORGANISMOS DESCENTRALIZADOS;Ministerio de Justicia;;CARGOS;PERMANENTES;320
2024;Instituto Nacional de Promoción Turística;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;47
2024;Agencia Nacional de Seguridad Vial;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;351
2024;Secretaría de Transporte;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;78
2024;Organismo Regulador del Sistema Nacional de Aeropuertos;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;80
2024;Administración Nacional de Aviación Civil;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;1767
2024;Junta de Seguridad en el Transporte;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;421
2024;Secretaría de Transporte;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;15
2024;Instituto Nacional del Agua;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;405
2024;Dirección Nacional de Vialidad;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;2812
2024;Tribunal de Tasaciones de la Nación;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;78
2024;Ente Nacional de Obras Hídricas de Saneamiento;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;24
2024;Organismo Regulador de Seguridad de Presas;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;PERMANENTES;11
2024;Fundación Miguel Lillo;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;321
2024;Comisión Nacional de Evaluación y Acreditación Universitaria;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;82
2024;Consejo Nacional de Investigaciones Científicas y Técnicas;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;17900
2024;Comisión Nacional de Actividades Espaciales;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;267
2024;Banco Nacional de Datos Genéticos;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;43
2024;Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la Innovación;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;141
2024;Teatro Nacional Cervantes;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;257
2024;Biblioteca Nacional Doctor Mariano Moreno;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;119
2024;Instituto Nacional del Teatro;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;129
2024;Fondo Nacional de las Artes;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;78
2024;Superintendencia de Riesgos del Trabajo;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;PERMANENTES;398
2024;Hospital Nacional en Red Especializado en Salud Mental y Adicciones 'Lic. Laura Bonaparte';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;260
2024;Hospital Nacional 'Baldomero Sommer';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;705
2024;Administración Nacional de Medicamentos, Alimentos y Tecnología Médica;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;831
2024;Instituto Nacional Central Único Coordinador de Ablación e Implante;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;151
2024;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;1166
2024;Hospital Nacional 'Profesor Alejandro Posadas';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;2573
2024;Hospital Nacional y Comunidad Dr. Ramón Carrillo;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;522
2024;Instituto Nacional de Rehabilitación Psicofísica del Sur 'Dr. Juan Otimio Tesone';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;244
2024;Superintendencia de Servicios de Salud;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;794
2024;Secretaría de Calidad en Salud;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;34
2024;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;PERMANENTES;15
2024;Administración de Parques Nacionales;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;1822
2024;Auditoría General de la Nación;ORGANISMOS DESCENTRALIZADOS;Poder Legislativo;;CARGOS;TEMPORARIOS;66
2024;Ente Nacional de Comunicaciones;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;6
2024;Secretaría de Agricultura, Ganadería y Pesca;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;TEMPORARIOS;1
2024;Dirección Nacional de Migraciones;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;19
2024;Servicio Meteorológico Nacional;ORGANISMOS DESCENTRALIZADOS;Ministerio de Defensa;;CARGOS;TEMPORARIOS;4
2024;Instituto Nacional de Tecnología Agropecuaria;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;TEMPORARIOS;1028
2024;Servicio Nacional de Sanidad y Calidad Agroalimentaria;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;CARGOS;TEMPORARIOS;14
2024;Comisión Nacional de Evaluación y Acreditación Universitaria;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;CARGOS;TEMPORARIOS;3
2024;Hospital Nacional 'Baldomero Sommer';ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;CARGOS;TEMPORARIOS;12
2024;Ente Nacional de Comunicaciones;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;1650
2024;Agencia de Acceso a la Información Pública;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;3000
2024;Servicio Meteorológico Nacional;ORGANISMOS DESCENTRALIZADOS;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;1738
2024;Servicio Nacional de Sanidad y Calidad Agroalimentaria;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;11000
2024;Teatro Nacional Cervantes;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;540
2024;Biblioteca Nacional Doctor Mariano Moreno;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;264
2024;Fondo Nacional de las Artes;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;100
2024;Administración de Parques Nacionales;ORGANISMOS DESCENTRALIZADOS;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;10000
2024;Sindicatura General de la Nación;ORGANISMOS DESCENTRALIZADOS;Presidencia de la Nación;;HORAS CÁTEDRA;TEMPORARIAS;1150
2024;Autoridad Regulatoria Nuclear;ORGANISMOS DESCENTRALIZADOS;Presidencia de la Nación;Secretaría General;HORAS CÁTEDRA;TEMPORARIAS;400
2024;Agencia Nacional de Discapacidad;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;HORAS CÁTEDRA;TEMPORARIAS;17000
2024;Instituto Nacional de Asociativismo y Economía Social;ORGANISMOS DESCENTRALIZADOS;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;30000
2024;Agencia Nacional de Seguridad Vial;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;5000
2024;Administración Nacional de Aviación Civil;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;24036
2024;Junta de Seguridad en el Transporte;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;9000
2024;Tribunal de Tasaciones de la Nación;ORGANISMOS DESCENTRALIZADOS;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;400
2024;Hospital Nacional y Comunidad Dr. Ramón Carrillo;ORGANISMOS DESCENTRALIZADOS;Ministerio de Salud;;HORAS CÁTEDRA;TEMPORARIAS;458
2024;Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal;Instituciones Seg Social;Ministerio de Seguridad;;CARGOS;PERMANENTES;141
2024;Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares;Instituciones Seg Social;Ministerio de Defensa;;CARGOS;PERMANENTES;156
2024;Administración Nacional de la Seguridad Social;Instituciones Seg Social;Ministerio de Capital Humano;;CARGOS;PERMANENTES;13753
2024;Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares;Instituciones Seg Social;Ministerio de Defensa;;CARGOS;TEMPORARIOS;23
2023;Poder Legislativo Nacional;Administracion Nacional;Poder Legislativo;;CARGOS;PERMANENTES;9199
2023;Auditoría General de la Nación;Administracion Nacional;Poder Legislativo;;CARGOS;PERMANENTES;1729
2023;Poder Judicial de la Nación;Administracion Nacional;Poder Judicial;;CARGOS;PERMANENTES;24854
2023;Ministerio Público;Administracion Nacional;Ministerio Público;;CARGOS;PERMANENTES;10649
2023;Secretaría General;Administracion Nacional;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;849
2023;Secretaría Legal y Técnica;Administracion Nacional;Presidencia de la Nación;Secretaría Legal y Técnica;CARGOS;PERMANENTES;486
2023;Secretaría de Inteligencia de Estado;Administracion Nacional;Presidencia de la Nación;Secretaría de Inteligencia de Estado;CARGOS;PERMANENTES;2
2023;Secretaría General;Administracion Nacional;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;80
2023;Secretaría General;Administracion Nacional;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;71
2023;Sindicatura General de la Nación;Administracion Nacional;Presidencia de la Nación;;CARGOS;PERMANENTES;430
2023;Autoridad Regulatoria Nuclear;Administracion Nacional;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;334
2023;Agencia Nacional de Discapacidad;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;446
2023;Jefatura de Gabinete de Ministros;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;749
2023;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;24
2023;Secretaría General;Administracion Nacional;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;74
2023;Instituto Nacional de Asociativismo y Economía Social;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;219
2023;Agencia de Administración de Bienes del Estado;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;190
2023;Ente Nacional de Comunicaciones;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;626
2023;Agencia de Acceso a la Información Pública;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;27
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;518
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;2100
2023;Dirección Nacional de Migraciones;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;2581
2023;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Administracion Nacional;Ministerio de Relaciones Exteriores;Comercio Internacional y Culto;CARGOS;PERMANENTES;2308
2023;Ministerio de Justicia;Administracion Nacional;Ministerio de Justicia;;CARGOS;PERMANENTES;1406
2023;Subsecretaría de Asuntos Penitenciarios;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;16654
2023;Procuración del Tesoro de la Nación;Administracion Nacional;Ministerio de Justicia;;CARGOS;PERMANENTES;211
2023;Instituto Nacional de Asuntos Indígenas;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;27
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;514
2023;Centro Internacional para la Promoción de los Derechos Humanos;Administracion Nacional;Ministerio de Justicia;;CARGOS;PERMANENTES;24
2023;Agencia Nacional de Materiales Controlados;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;45
2023;Ministerio de Seguridad;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;586
2023;Policía Federal Argentina;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;31855
2023;Gendarmería Nacional Argentina;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;40286
2023;Prefectura Naval Argentina;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;23103
2023;Policía de Seguridad Aeroportuaria;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;5613
2023;Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal;Administracion Nacional;Ministerio de Seguridad;;CARGOS;PERMANENTES;125
2023;Ministerio de Defensa;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;652
2023;Estado Mayor General del Ejército Argentino;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;57188
2023;Estado Mayor General de la Armada Argentina;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;25050
2023;Estado Mayor General de la Fuerza Aérea Argentina;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;18520
2023;Estado Mayor Conjunto de las Fuerzas Armadas;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;169
2023;Instituto Geográfico Nacional;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;189
2023;Servicio Meteorológico Nacional;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;389
2023;Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares;Administracion Nacional;Ministerio de Defensa;;CARGOS;PERMANENTES;145
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;3638
2023;Comisión Nacional de Energía Atómica;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;2676
2023;Comisión Nacional de Valores;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;168
2023;Superintendencia de Seguros de la Nación;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;254
2023;Instituto Nacional de Tecnología Agropecuaria;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;6117
2023;Instituto Nacional de Investigación y Desarrollo Pesquero;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;265
2023;Instituto Nacional de Tecnología Industrial;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;2403
2023;Instituto Nacional de Vitivinicultura;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;413
2023;Instituto Nacional de Semillas;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;66
2023;Tribunal Fiscal de la Nación;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;84
2023;Instituto Nacional de la Propiedad Industrial;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;174
2023;Servicio Nacional de Sanidad y Calidad Agroalimentaria;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;1695
2023;Servicio Geológico Minero Argentino;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;295
2023;Ente Nacional Regulador del Gas;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;340
2023;Ente Nacional Regulador de la Electricidad;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;76
2023;Ministerio de Justicia;Administracion Nacional;Ministerio de Justicia;;CARGOS;PERMANENTES;228
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;435
2023;Instituto Nacional de Promoción Turística;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;40
2023;Secretaría de Transporte;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;499
2023;Agencia Nacional de Seguridad Vial;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;261
2023;Secretaría de Transporte;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;78
2023;Organismo Regulador del Sistema Nacional de Aeropuertos;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;80
2023;Administración Nacional de Aviación Civil;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;1767
2023;Junta de Seguridad en el Transporte;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;421
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;192
2023;Instituto Nacional del Agua;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;391
2023;Dirección Nacional de Vialidad;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;886
2023;Tribunal de Tasaciones de la Nación;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;55
2023;Ente Nacional de Obras Hídricas de Saneamiento;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;24
2023;Organismo Regulador de Seguridad de Presas;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;11
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;CARGOS;PERMANENTES;146
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;1001
2023;Fundación Miguel Lillo;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;308
2023;Comisión Nacional de Evaluación y Acreditación Universitaria;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;56
2023;Secretaría de Innovación, Ciencia y Tecnología;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;310
2023;Consejo Nacional de Investigaciones Científicas y Técnicas;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;17596
2023;Comisión Nacional de Actividades Espaciales;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;267
2023;Secretaría de Innovación, Ciencia y Tecnología;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;34
2023;Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la Innovación;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;77
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;1094
2023;Teatro Nacional Cervantes;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;248
2023;Biblioteca Nacional Doctor Mariano Moreno;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;64
2023;Instituto Nacional del Teatro;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;120
2023;Fondo Nacional de las Artes;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;64
2023;Secretaría de Trabajo, Empleo y Seguridad Social;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;2816
2023;Administración Nacional de la Seguridad Social;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;13752
2023;Superintendencia de Riesgos del Trabajo;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;398
2023;Ministerio de Salud;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;5116
2023;Hospital Nacional en Red Especializado en Salud Mental y Adicciones 'Lic. Laura Bonaparte';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;80
2023;Hospital Nacional 'Baldomero Sommer';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;311
2023;Administración Nacional de Medicamentos, Alimentos y Tecnología Médica;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;424
2023;Instituto Nacional Central Único Coordinador de Ablación e Implante;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;111
2023;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;1139
2023;Hospital Nacional 'Profesor Alejandro Posadas';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;1419
2023;Hospital Nacional y Comunidad Dr. Ramón Carrillo;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;348
2023;Instituto Nacional de Rehabilitación Psicofísica del Sur 'Dr. Juan Otimio Tesone';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;142
2023;Superintendencia de Servicios de Salud;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;463
2023;Secretaría de Calidad en Salud;Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;15
2023;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Administracion Nacional;Ministerio de Salud;;CARGOS;PERMANENTES;15
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;246
2023;Administración de Parques Nacionales;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;1719
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;3260
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;PERMANENTES;195
2023;Poder Legislativo Nacional;Administracion Nacional;Poder Legislativo;;CARGOS;TEMPORARIOS;5230
2023;Auditoría General de la Nación;Administracion Nacional;Poder Legislativo;;CARGOS;TEMPORARIOS;66
2023;Poder Judicial de la Nación;Administracion Nacional;Poder Judicial;;CARGOS;TEMPORARIOS;2010
2023;Ministerio Público;Administracion Nacional;Ministerio Público;;CARGOS;TEMPORARIOS;266
2023;Jefatura de Gabinete de Ministros;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;1
2023;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Administracion Nacional;Ministerio de Salud;;CARGOS;TEMPORARIOS;27
2023;Ente Nacional de Comunicaciones;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;6
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;52
2023;Dirección Nacional de Migraciones;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;19
2023;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Administracion Nacional;Ministerio de Relaciones Exteriores;Comercio Internacional y Culto;CARGOS;TEMPORARIOS;142
2023;Policía Federal Argentina;Administracion Nacional;Ministerio de Seguridad;;CARGOS;TEMPORARIOS;694
2023;Gendarmería Nacional Argentina;Administracion Nacional;Ministerio de Seguridad;;CARGOS;TEMPORARIOS;462
2023;Ministerio de Defensa;Administracion Nacional;Ministerio de Defensa;;CARGOS;TEMPORARIOS;438
2023;Estado Mayor General del Ejército Argentino;Administracion Nacional;Ministerio de Defensa;;CARGOS;TEMPORARIOS;685
2023;Estado Mayor General de la Armada Argentina;Administracion Nacional;Ministerio de Defensa;;CARGOS;TEMPORARIOS;216
2023;Estado Mayor Conjunto de las Fuerzas Armadas;Administracion Nacional;Ministerio de Defensa;;CARGOS;TEMPORARIOS;46
2023;Servicio Meteorológico Nacional;Administracion Nacional;Ministerio de Defensa;;CARGOS;TEMPORARIOS;4
2023;Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares;Administracion Nacional;Ministerio de Defensa;;CARGOS;TEMPORARIOS;23
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;CARGOS;TEMPORARIOS;101
2023;Instituto Nacional de Tecnología Agropecuaria;Administracion Nacional;Ministerio de Economía;;CARGOS;TEMPORARIOS;1028
2023;Servicio Nacional de Sanidad y Calidad Agroalimentaria;Administracion Nacional;Ministerio de Economía;;CARGOS;TEMPORARIOS;16
2023;Dirección Nacional de Vialidad;Administracion Nacional;Ministerio de Economía;;CARGOS;TEMPORARIOS;8
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;TEMPORARIOS;40
2023;Secretaría de Trabajo, Empleo y Seguridad Social;Administracion Nacional;Ministerio de Capital Humano;;CARGOS;TEMPORARIOS;5
2023;Hospital Nacional 'Baldomero Sommer';Administracion Nacional;Ministerio de Salud;;CARGOS;TEMPORARIOS;12
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;16
2023;Secretaría de Inteligencia de Estado;Administracion Nacional;Presidencia de la Nación;Secretaría de Inteligencia de Estado;HORAS CÁTEDRA;PERMANENTES;6500
2023;Ente Nacional de Comunicaciones;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;1650
2023;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Administracion Nacional;Ministerio de Relaciones Exteriores;Comercio Internacional y Culto;HORAS CÁTEDRA;PERMANENTES;23347
2023;Subsecretaría de Asuntos Penitenciarios;Administracion Nacional;Ministerio de Seguridad;;HORAS CÁTEDRA;PERMANENTES;7277
2023;Prefectura Naval Argentina;Administracion Nacional;Ministerio de Seguridad;;HORAS CÁTEDRA;PERMANENTES;360
2023;Estado Mayor General del Ejército Argentino;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;8735
2023;Estado Mayor General de la Armada Argentina;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;35406
2023;Estado Mayor General de la Fuerza Aérea Argentina;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;18813
2023;Estado Mayor Conjunto de las Fuerzas Armadas;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;587
2023;Servicio Meteorológico Nacional;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;1738
