Año;Unidad;Institucion;JURISDICCION;SUBJURISDICCION;Cargo /Hrs;Tipo Contratación;Cantidad Cargos
2023;Servicio Nacional de Sanidad y Calidad Agroalimentaria;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;9000
2023;Secretaría de Transporte;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;2520
2023;Junta de Seguridad en el Transporte;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;8000
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;900
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;326
2023;Teatro Nacional Cervantes;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;540
2023;Biblioteca Nacional Doctor Mariano Moreno;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;264
2023;Fondo Nacional de las Artes;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;100
2023;Administración de Parques Nacionales;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;10000
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;10000
2023;Secretaría General;Administracion Nacional;Presidencia de la Nación;Secretaría General;HORAS CÁTEDRA;TEMPORARIAS;4000
2023;Sindicatura General de la Nación;Administracion Nacional;Presidencia de la Nación;;HORAS CÁTEDRA;TEMPORARIAS;1155
2023;Autoridad Regulatoria Nuclear;Administracion Nacional;Presidencia de la Nación;Secretaría General;HORAS CÁTEDRA;TEMPORARIAS;400
2023;Agencia Nacional de Discapacidad;Administracion Nacional;Ministerio de Salud;;HORAS CÁTEDRA;TEMPORARIAS;17000
2023;Jefatura de Gabinete de Ministros;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;30000
2023;Instituto Nacional de Asociativismo y Economía Social;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;30000
2023;Agencia de Acceso a la Información Pública;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;3000
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;5600
2023;Ministerio de Justicia;Administracion Nacional;Ministerio de Justicia;;HORAS CÁTEDRA;TEMPORARIAS;5000
2023;Ministerio de Seguridad;Administracion Nacional;Ministerio de Seguridad;;HORAS CÁTEDRA;TEMPORARIAS;10000
2023;Policía Federal Argentina;Administracion Nacional;Ministerio de Seguridad;;HORAS CÁTEDRA;TEMPORARIAS;13500
2023;Policía de Seguridad Aeroportuaria;Administracion Nacional;Ministerio de Seguridad;;HORAS CÁTEDRA;TEMPORARIAS;11800
2023;Estado Mayor General del Ejército Argentino;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;TEMPORARIAS;24732
2023;Estado Mayor General de la Fuerza Aérea Argentina;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;TEMPORARIAS;1718
2023;Estado Mayor Conjunto de las Fuerzas Armadas;Administracion Nacional;Ministerio de Defensa;;HORAS CÁTEDRA;TEMPORARIAS;1487
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;23548
2023;Agencia Nacional de Seguridad Vial;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;5000
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;1200
2023;Tribunal de Tasaciones de la Nación;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;400
2023;Ministerio de Economía;Administracion Nacional;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;80
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;500
2023;Secretaría de Trabajo, Empleo y Seguridad Social;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;1000
2023;Hospital Nacional y Comunidad Dr. Ramón Carrillo;Administracion Nacional;Ministerio de Salud;;HORAS CÁTEDRA;TEMPORARIAS;458
2023;Vicejefatura de Gabinete del Interior;Administracion Nacional;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;3000
2023;Ministerio de Capital Humano;Administracion Nacional;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;6250
2023;Auditoría General de la Nación;Organismos Descentralizados;Poder Legislativo;;CARGOS;PERMANENTES;1729
2023;Sindicatura General de la Nación;Organismos Descentralizados;Presidencia de la Nación;;CARGOS;PERMANENTES;430
2023;Autoridad Regulatoria Nuclear;Organismos Descentralizados;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;334
2023;Agencia Nacional de Discapacidad;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;446
2023;Instituto Nacional de Asociativismo y Economía Social;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;219
2023;Agencia de Administración de Bienes del Estado;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;190
2023;Ente Nacional de Comunicaciones;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;626
2023;Agencia de Acceso a la Información Pública;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;27
2023;Vicejefatura de Gabinete del Interior;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;2100
2023;Dirección Nacional de Migraciones;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;2581
2023;Instituto Nacional de Asuntos Indígenas;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;27
2023;Ministerio de Capital Humano;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;514
2023;Centro Internacional para la Promoción de los Derechos Humanos;Organismos Descentralizados;Ministerio de Justicia;;CARGOS;PERMANENTES;24
2023;Agencia Nacional de Materiales Controlados;Organismos Descentralizados;Ministerio de Seguridad;;CARGOS;PERMANENTES;45
2023;Instituto Geográfico Nacional;Organismos Descentralizados;Ministerio de Defensa;;CARGOS;PERMANENTES;189
2023;Servicio Meteorológico Nacional;Organismos Descentralizados;Ministerio de Defensa;;CARGOS;PERMANENTES;389
2023;Comisión Nacional de Energía Atómica;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;2676
2023;Comisión Nacional de Valores;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;168
2023;Superintendencia de Seguros de la Nación;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;254
2023;Instituto Nacional de Tecnología Agropecuaria;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;6117
2023;Instituto Nacional de Investigación y Desarrollo Pesquero;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;265
2023;Instituto Nacional de Tecnología Industrial;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;2403
2023;Instituto Nacional de Vitivinicultura;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;413
2023;Instituto Nacional de Semillas;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;66
2023;Tribunal Fiscal de la Nación;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;84
2023;Instituto Nacional de la Propiedad Industrial;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;174
2023;Servicio Nacional de Sanidad y Calidad Agroalimentaria;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;1695
2023;Servicio Geológico Minero Argentino;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;295
2023;Ente Nacional Regulador del Gas;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;340
2023;Ente Nacional Regulador de la Electricidad;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;76
2023;Ministerio de Justicia;Organismos Descentralizados;Ministerio de Justicia;;CARGOS;PERMANENTES;228
2023;Instituto Nacional de Promoción Turística;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;40
2023;Agencia Nacional de Seguridad Vial;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;261
2023;Secretaría de Transporte;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;78
2023;Organismo Regulador del Sistema Nacional de Aeropuertos;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;80
2023;Administración Nacional de Aviación Civil;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;1767
2023;Junta de Seguridad en el Transporte;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;421
2023;Instituto Nacional del Agua;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;391
2023;Dirección Nacional de Vialidad;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;886
2023;Tribunal de Tasaciones de la Nación;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;55
2023;Ente Nacional de Obras Hídricas de Saneamiento;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;24
2023;Organismo Regulador de Seguridad de Presas;Organismos Descentralizados;Ministerio de Economía;;CARGOS;PERMANENTES;11
2023;Fundación Miguel Lillo;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;308
2023;Comisión Nacional de Evaluación y Acreditación Universitaria;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;56
2023;Consejo Nacional de Investigaciones Científicas y Técnicas;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;17596
2023;Comisión Nacional de Actividades Espaciales;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;267
2023;Secretaría de Innovación, Ciencia y Tecnología;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;34
2023;Agencia Nacional de Promoción de la Investigación, el Desarrollo Tecnológico y la Innovación;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;77
2023;Teatro Nacional Cervantes;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;248
2023;Biblioteca Nacional Doctor Mariano Moreno;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;64
2023;Instituto Nacional del Teatro;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;120
2023;Fondo Nacional de las Artes;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;64
2023;Superintendencia de Riesgos del Trabajo;Organismos Descentralizados;Ministerio de Capital Humano;;CARGOS;PERMANENTES;398
2023;Hospital Nacional en Red Especializado en Salud Mental y Adicciones 'Lic. Laura Bonaparte';Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;80
2023;Hospital Nacional 'Baldomero Sommer';Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;311
2023;Administración Nacional de Medicamentos, Alimentos y Tecnología Médica;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;424
2023;Instituto Nacional Central Único Coordinador de Ablación e Implante;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;111
2023;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;1139
2023;Hospital Nacional 'Profesor Alejandro Posadas';Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;1419
2023;Hospital Nacional y Comunidad Dr. Ramón Carrillo;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;348
2023;Instituto Nacional de Rehabilitación Psicofísica del Sur 'Dr. Juan Otimio Tesone';Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;142
2023;Superintendencia de Servicios de Salud;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;463
2023;Secretaría de Calidad en Salud;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;15
2023;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;15
2023;Administración de Parques Nacionales;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;1719
2023;Auditoría General de la Nación;Organismos Descentralizados;Poder Legislativo;;CARGOS;TEMPORARIOS;66
2023;Ente Nacional de Comunicaciones;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;6
2023;Dirección Nacional de Migraciones;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;19
2023;Servicio Meteorológico Nacional;Organismos Descentralizados;Ministerio de Defensa;;CARGOS;TEMPORARIOS;4
2023;Instituto Nacional de Tecnología Agropecuaria;Organismos Descentralizados;Ministerio de Economía;;CARGOS;TEMPORARIOS;1028
2023;Servicio Nacional de Sanidad y Calidad Agroalimentaria;Organismos Descentralizados;Ministerio de Economía;;CARGOS;TEMPORARIOS;16
2023;Dirección Nacional de Vialidad;Organismos Descentralizados;Ministerio de Economía;;CARGOS;TEMPORARIOS;8
2023;Hospital Nacional 'Baldomero Sommer';Organismos Descentralizados;Ministerio de Salud;;CARGOS;TEMPORARIOS;12
2023;Ente Nacional de Comunicaciones;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;1650
2023;Servicio Meteorológico Nacional;Organismos Descentralizados;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;1738
2023;Servicio Nacional de Sanidad y Calidad Agroalimentaria;Organismos Descentralizados;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;9000
2023;Junta de Seguridad en el Transporte;Organismos Descentralizados;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;8000
2023;Teatro Nacional Cervantes;Organismos Descentralizados;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;540
2023;Biblioteca Nacional Doctor Mariano Moreno;Organismos Descentralizados;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;264
2023;Fondo Nacional de las Artes;Organismos Descentralizados;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;100
2023;Administración de Parques Nacionales;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;10000
2023;Sindicatura General de la Nación;Organismos Descentralizados;Presidencia de la Nación;;HORAS CÁTEDRA;TEMPORARIAS;1155
2023;Autoridad Regulatoria Nuclear;Organismos Descentralizados;Presidencia de la Nación;Secretaría General;HORAS CÁTEDRA;TEMPORARIAS;400
2023;Agencia Nacional de Discapacidad;Organismos Descentralizados;Ministerio de Salud;;HORAS CÁTEDRA;TEMPORARIAS;17000
2023;Instituto Nacional de Asociativismo y Economía Social;Organismos Descentralizados;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;30000
2023;Agencia de Acceso a la Información Pública;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;3000
2023;Agencia Nacional de Seguridad Vial;Organismos Descentralizados;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;5000
2023;Tribunal de Tasaciones de la Nación;Organismos Descentralizados;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;400
2023;Hospital Nacional y Comunidad Dr. Ramón Carrillo;Organismos Descentralizados;Ministerio de Salud;;HORAS CÁTEDRA;TEMPORARIAS;458
2023;Caja de Retiros, Jubilaciones y Pensiones de la Policía Federal;Instituciones de Seguridad Social;Ministerio de Seguridad;;CARGOS;PERMANENTES;125
2023;Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares;Instituciones de Seguridad Social;Ministerio de Defensa;;CARGOS;PERMANENTES;145
2023;Administración Nacional de la Seguridad Social;Instituciones de Seguridad Social;Ministerio de Capital Humano;;CARGOS;PERMANENTES;13752
2023;Instituto de Ayuda Financiera para pago de Retiros y Pensiones Militares;Instituciones de Seguridad Social;Ministerio de Defensa;;CARGOS;TEMPORARIOS;23
2022;Poder Legislativo Nacional;Administración Central;Poder Legislativo;;CARGOS;PERMANENTES;9131
2022;Poder Judicial de la Nación;Administración Central;Poder Judicial;;CARGOS;PERMANENTES;24599
2022;Ministerio Público;Administración Central;Ministerio Público;;CARGOS;PERMANENTES;10170
2022;Secretaría General;Administración Central;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;878
2022;Secretaría Legal y Técnica;Administración Central;Presidencia de la Nación;Secretaría Legal y Técnica;CARGOS;PERMANENTES;389
2022;Secretaría de Inteligencia de Estado;Administración Central;Presidencia de la Nación;Secretaría de Inteligencia de Estado;CARGOS;PERMANENTES;2
2022;Secretaría General;Administración Central;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;66
2022;Secretaría General;Administración Central;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;64
2022;Jefatura de Gabinete de Ministros;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;596
2022;Administración Nacional de Laboratorios e Institutos de Salud 'Dr. Carlos Malbrán';Administración Central;Ministerio de Salud;;CARGOS;PERMANENTES;74
2022;Secretaría General;Administración Central;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;72
2022;Secretaría de Innovación, Ciencia y Tecnología;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;130
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;518
2022;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Administración Central;Ministerio de Relaciones Exteriores;Comercio Internacional y Culto;CARGOS;PERMANENTES;2265
2022;Ministerio de Justicia;Administración Central;Ministerio de Justicia;;CARGOS;PERMANENTES;1405
2022;Subsecretaría de Asuntos Penitenciarios;Administración Central;Ministerio de Seguridad;;CARGOS;PERMANENTES;16654
2022;Procuración del Tesoro de la Nación;Administración Central;Ministerio de Justicia;;CARGOS;PERMANENTES;211
2022;Ministerio de Seguridad;Administración Central;Ministerio de Seguridad;;CARGOS;PERMANENTES;578
2022;Policía Federal Argentina;Administración Central;Ministerio de Seguridad;;CARGOS;PERMANENTES;31873
2022;Gendarmería Nacional Argentina;Administración Central;Ministerio de Seguridad;;CARGOS;PERMANENTES;39812
2022;Prefectura Naval Argentina;Administración Central;Ministerio de Seguridad;;CARGOS;PERMANENTES;23103
2022;Policía de Seguridad Aeroportuaria;Administración Central;Ministerio de Seguridad;;CARGOS;PERMANENTES;5136
2022;Ministerio de Defensa;Administración Central;Ministerio de Defensa;;CARGOS;PERMANENTES;634
2022;Estado Mayor General del Ejército Argentino;Administración Central;Ministerio de Defensa;;CARGOS;PERMANENTES;57188
2022;Estado Mayor General de la Armada Argentina;Administración Central;Ministerio de Defensa;;CARGOS;PERMANENTES;25358
2022;Estado Mayor General de la Fuerza Aérea Argentina;Administración Central;Ministerio de Defensa;;CARGOS;PERMANENTES;18520
2022;Estado Mayor Conjunto de las Fuerzas Armadas;Administración Central;Ministerio de Defensa;;CARGOS;PERMANENTES;177
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;CARGOS;PERMANENTES;2148
2022;Secretaría de Trabajo, Empleo y Seguridad Social;Administración Central;Ministerio de Capital Humano;;CARGOS;PERMANENTES;848
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;CARGOS;PERMANENTES;588
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;435
2022;Secretaría de Transporte;Administración Central;Ministerio de Economía;;CARGOS;PERMANENTES;484
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;CARGOS;PERMANENTES;171
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;CARGOS;PERMANENTES;103
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;CARGOS;PERMANENTES;885
2022;Secretaría de Innovación, Ciencia y Tecnología;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;255
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;CARGOS;PERMANENTES;921
2022;Secretaría de Trabajo, Empleo y Seguridad Social;Administración Central;Ministerio de Capital Humano;;CARGOS;PERMANENTES;2814
2022;Ministerio de Salud;Administración Central;Ministerio de Salud;;CARGOS;PERMANENTES;4012
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;254
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;3211
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;CARGOS;PERMANENTES;195
2022;Poder Legislativo Nacional;Administración Central;Poder Legislativo;;CARGOS;TEMPORARIOS;4908
2022;Poder Judicial de la Nación;Administración Central;Poder Judicial;;CARGOS;TEMPORARIOS;1914
2022;Ministerio Público;Administración Central;Ministerio Público;;CARGOS;TEMPORARIOS;266
2022;Jefatura de Gabinete de Ministros;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;1
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;51
2022;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Administración Central;Ministerio de Relaciones Exteriores;Comercio Internacional y Culto;CARGOS;TEMPORARIOS;140
2022;Policía Federal Argentina;Administración Central;Ministerio de Seguridad;;CARGOS;TEMPORARIOS;676
2022;Gendarmería Nacional Argentina;Administración Central;Ministerio de Seguridad;;CARGOS;TEMPORARIOS;424
2022;Ministerio de Defensa;Administración Central;Ministerio de Defensa;;CARGOS;TEMPORARIOS;360
2022;Estado Mayor General del Ejército Argentino;Administración Central;Ministerio de Defensa;;CARGOS;TEMPORARIOS;685
2022;Estado Mayor General de la Armada Argentina;Administración Central;Ministerio de Defensa;;CARGOS;TEMPORARIOS;205
2022;Estado Mayor Conjunto de las Fuerzas Armadas;Administración Central;Ministerio de Defensa;;CARGOS;TEMPORARIOS;38
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;CARGOS;TEMPORARIOS;104
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;CARGOS;TEMPORARIOS;2
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;CARGOS;TEMPORARIOS;60
2022;Secretaría de Trabajo, Empleo y Seguridad Social;Administración Central;Ministerio de Capital Humano;;CARGOS;TEMPORARIOS;6
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;CARGOS;TEMPORARIOS;17
2022;Secretaría de Inteligencia de Estado;Administración Central;Presidencia de la Nación;Secretaría de Inteligencia de Estado;HORAS CÁTEDRA;PERMANENTES;6500
2022;Ministerio de Relaciones Exteriores, Comercio Internacional y Culto;Administración Central;Ministerio de Relaciones Exteriores;Comercio Internacional y Culto;HORAS CÁTEDRA;PERMANENTES;12987
2022;Subsecretaría de Asuntos Penitenciarios;Administración Central;Ministerio de Seguridad;;HORAS CÁTEDRA;PERMANENTES;7277
2022;Prefectura Naval Argentina;Administración Central;Ministerio de Seguridad;;HORAS CÁTEDRA;PERMANENTES;360
2022;Estado Mayor General del Ejército Argentino;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;11419
2022;Estado Mayor General de la Armada Argentina;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;35406
2022;Estado Mayor General de la Fuerza Aérea Argentina;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;18813
2022;Estado Mayor Conjunto de las Fuerzas Armadas;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;PERMANENTES;587
2022;Secretaría de Trabajo, Empleo y Seguridad Social;Administración Central;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;5000
2022;Secretaría de Transporte;Administración Central;Ministerio de Economía;;HORAS CÁTEDRA;PERMANENTES;2520
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;900
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;HORAS CÁTEDRA;PERMANENTES;826
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;PERMANENTES;8000
2022;Secretaría General;Administración Central;Presidencia de la Nación;Secretaría General;HORAS CÁTEDRA;TEMPORARIAS;4000
2022;Jefatura de Gabinete de Ministros;Administración Central;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;30000
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;5600
2022;Ministerio de Justicia;Administración Central;Ministerio de Justicia;;HORAS CÁTEDRA;TEMPORARIAS;5000
2022;Ministerio de Seguridad;Administración Central;Ministerio de Seguridad;;HORAS CÁTEDRA;TEMPORARIAS;10000
2022;Policía Federal Argentina;Administración Central;Ministerio de Seguridad;;HORAS CÁTEDRA;TEMPORARIAS;13500
2022;Policía de Seguridad Aeroportuaria;Administración Central;Ministerio de Seguridad;;HORAS CÁTEDRA;TEMPORARIAS;11800
2022;Estado Mayor General del Ejército Argentino;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;TEMPORARIAS;22048
2022;Estado Mayor General de la Fuerza Aérea Argentina;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;TEMPORARIAS;1718
2022;Estado Mayor Conjunto de las Fuerzas Armadas;Administración Central;Ministerio de Defensa;;HORAS CÁTEDRA;TEMPORARIAS;1487
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;18548
2022;Ministerio de Economía;Administración Central;Ministerio de Economía;;HORAS CÁTEDRA;TEMPORARIAS;1200
2022;Secretaría de Trabajo, Empleo y Seguridad Social;Administración Central;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;520
2022;Vicejefatura de Gabinete del Interior;Administración Central;Jefatura de Gabinete de Ministros;;HORAS CÁTEDRA;TEMPORARIAS;800
2022;Ministerio de Capital Humano;Administración Central;Ministerio de Capital Humano;;HORAS CÁTEDRA;TEMPORARIAS;5200
2022;Auditoría General de la Nación;Organismos Descentralizados;Poder Legislativo;;CARGOS;PERMANENTES;1679
2022;Sindicatura General de la Nación;Organismos Descentralizados;Presidencia de la Nación;;CARGOS;PERMANENTES;430
2022;Autoridad Regulatoria Nuclear;Organismos Descentralizados;Presidencia de la Nación;Secretaría General;CARGOS;PERMANENTES;334
2022;Agencia Nacional de Discapacidad;Organismos Descentralizados;Ministerio de Salud;;CARGOS;PERMANENTES;186
2022;Agencia de Administración de Bienes del Estado;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;190
2022;Ente Nacional de Comunicaciones;Organismos Descentralizados;Jefatura de Gabinete de Ministros;;CARGOS;PERMANENTES;460
